,A apol,A AMR,A nH,A nC,A nN,A nO,A nS,A MW,A nBondsD,A nBonds,A nBonds2,A Sv,A Sse,A Spe,A Sare,A Sp,A Si,A Mv,A Mse,A Mpe,A Mare,A Mp,A Mi,A ETA_dEpsilon_A,A ETA_dAlpha_B,A ETA_BetaP,A FMF,A fragC,A HOMO,A LOMO,A Bandgap,B apol,B AMR,B nH,B nC,B nN,B nO,B nS,B MW,B nBondsD,B nBonds,B nBonds2,B Sv,B Sse,B Spe,B Sare,B Sp,B Si,B Mv,B Mse,B Mpe,B Mare,B Mp,B Mi,B ETA_dEpsilon_A,B ETA_dAlpha_B,B ETA_BetaP,B FMF,B fragC,B HOMO,B LOMO,B Bandgap,Time (s),Potential (v)
B Sv,-0.08534948209686222,-0.08245953784457032,-0.07896629196507482,-0.08357341386351377,-0.044369311149754787,-0.05990942721350971,-0.07198706848819462,-0.08035149596642804,-0.07994568578024785,-0.0815742646195195,-0.08628774705364411,-0.08397278558298096,-0.08486977691077213,-0.08455400575024423,-0.08447142977976614,-0.08532834347517118,-0.08585232595788347,-0.03430240271360714,-0.043914919732457605,-0.04314521576281882,-0.042932657939522126,-0.03523763868298325,0.018386475985048875,-0.044355572375368996,0.016224334221811073,-0.005926297560535139,-0.01346796177744809,-0.08684517025615006,0.07595534831470502,0.04316489630828841,0.016848917421805616,0.9991370654633688,0.997538463816094,0.6452820827461223,0.9876606350075585,0.8586620635828187,0.9022492331082147,0.8852831122450845,0.9895906357918276,0.9636459246275896,0.9926275705461821,0.9931255166079982,1.0,0.9945547174798659,0.9959954296645083,0.9959572259534054,0.999201141459488,0.9871623529244721,0.6766162760757368,0.68135396901453,0.6882133602032228,0.681390617513401,0.6923216228960984,-0.5304399626241086,0.6946369711150933,-0.41766368197720466,0.42952330330199207,0.35545608956756297,0.9400867083048364,-0.09097302645995815,-0.8051740817369958,-0.777123132337351,-1.616211012704384e-16,0.0215363718399598
B Sse,-0.08269133344848335,-0.07934273238611324,-0.08041415640624498,-0.08138040787817985,-0.037115202462852145,-0.05937576307368709,-0.06854722575051235,-0.07738009190353264,-0.0754874482327124,-0.07855464330483068,-0.0840531228409604,-0.08127159291263382,-0.08264162605423671,-0.08225983257550526,-0.08218235525249594,-0.08265852995609077,-0.08367566406914687,-0.03177388309629549,-0.04235494997970941,-0.04115565233178018,-0.04100721045660468,-0.032116178840791834,0.01899614239278362,-0.042098710318839244,0.013078328537904992,0.00026491843234571923,-0.01110118314960847,-0.08277178132002602,0.07083427412218994,0.042359726609009184,0.017759300930388605,0.9973055642308737,0.9902935619229771,0.7175354272932583,0.9855705571765669,0.8334998427853356,0.8742905846894137,0.8490459903006851,0.9730539685389176,0.9339037102861245,0.9753641069288818,0.9983986461517609,0.9945547174798659,1.0,0.999870095322812,0.9998614076594757,0.9973784386879729,0.9981996808504242,0.605570973958299,0.6188515682630461,0.6216866303197668,0.6155453696301345,0.6242017310682334,-0.4726030312959194,0.629671169166567,-0.41420631740635255,0.3554126872642848,0.2802250774138075,0.9105420464405976,-0.053092682440484935,-0.7541148630783449,-0.7380535611084252,-1.566539020124607e-16,0.021748546794883306
B Spe,-0.08317292289798,-0.07985797672869618,-0.08003609193457173,-0.08174425225217999,-0.03794603495300769,-0.05986507459375069,-0.06929681408162645,-0.07799515830181546,-0.07622343969307865,-0.07914620420245214,-0.08447017212153185,-0.08178463925558963,-0.08308382899740335,-0.08271591238466751,-0.0826392292633215,-0.08314323929171742,-0.0840787676451001,-0.03225611914888821,-0.04292764571622885,-0.04176044388943237,-0.041615723054577454,-0.03258570160303205,0.018987806471104676,-0.042727256578265545,0.013004977863014217,-0.00041948328078962236,-0.011415437244216984,-0.08354312112315063,0.07178158159412533,0.042762193756336636,0.017837348580324437,0.9980991114958371,0.9917517448129212,0.7062416415258941,0.985700238795867,0.8389909692649634,0.8806926793810016,0.8564295397200711,0.9765979201908119,0.9391705262683501,0.9786138834986797,0.9980292431187899,0.9959954296645083,0.999870095322812,1.0,0.9999980890171356,0.9981929145922898,0.9971269999463921,0.6155561698453412,0.6302206915612608,0.6332105133534336,0.6271609517812838,0.6333218009875209,-0.4785249059570079,0.6410384425377038,-0.41065307827385533,0.36471931328770235,0.28925944939416043,0.9158545579326788,-0.06130787849052783,-0.7622160471105458,-0.7435512866368373,-1.4334050183180113e-16,0.021280188514378157
B Sare,-0.08318476213734902,-0.07985919691619786,-0.07995920942210977,-0.0817419613874565,-0.03784093784550843,-0.05999687294113028,-0.0693633066632467,-0.07803820028532418,-0.07623122672534786,-0.07917942797484083,-0.08448137912301568,-0.08180559913415236,-0.08310370474238335,-0.08273729861029426,-0.08266115227004794,-0.08315549307201013,-0.08408709844758322,-0.03229506860950733,-0.0430403744736167,-0.04186312100886989,-0.0417225576298781,-0.032589498212694544,0.019026483168335693,-0.04282351107332561,0.012820236694463142,-0.0003441124158511552,-0.011409650679903178,-0.08358287891646095,0.07182407323072768,0.04285455945696594,0.01791308924143185,0.9980271521614313,0.9916258521719017,0.7059742165370004,0.9853998291946953,0.8392764761500419,0.8812230504670814,0.856839470158563,0.9767030257133674,0.9391757379307583,0.9785854606357272,0.9979335698639439,0.9959572259534054,0.9998614076594757,0.9999980890171356,1.0,0.9981282614919932,0.9970872502088926,0.6151458185325632,0.6307106496157855,0.6335439634595594,0.6275613629842776,0.6327586701807562,-0.4774924635451603,0.6413912548647586,-0.40915614472330014,0.3639525218351722,0.28840769175137054,0.9158991103754502,-0.06210876359703292,-0.7621499259148156,-0.74323042680435,-1.5212041031222762e-16,0.021124286721462437
B Sp,-0.08405163622932996,-0.0810542036379691,-0.0803939789715102,-0.08247442935019261,-0.04279352563427399,-0.05825092778621112,-0.06996579632457274,-0.07863446037246118,-0.07798253541123788,-0.07987627664731076,-0.08516585366000572,-0.08256076550093265,-0.0836960273314092,-0.08333673553617575,-0.08325191179971594,-0.08402565153042038,-0.08482917559599504,-0.0324140856106729,-0.04200688258653864,-0.04110394528372197,-0.040899860276552014,-0.033463280905387825,0.01760477182583723,-0.042295698982575784,0.016526564696640503,-0.0036751809968419633,-0.012081959754991259,-0.08467593338033569,0.07391676206950597,0.04158303019104113,0.015985163484108524,0.9999907053644039,0.9970516775982248,0.674190120109685,0.9902241943737174,0.8492910940013981,0.8874959798122134,0.8700629584463991,0.9835712627194277,0.9542313109134691,0.9873440106398772,0.9965744684355083,0.999201141459488,0.9973784386879729,0.9981929145922898,0.9981282614919932,1.0,0.9922956466932512,0.6547002556144441,0.6545468984461973,0.6612966369239169,0.6540939735951681,0.6733389569694928,-0.5179697224348668,0.668440975645998,-0.4330581673995682,0.4103325305471119,0.33484867323841705,0.9298165707615661,-0.07220875632107139,-0.7872193315087801,-0.7651155208746055,-1.789183513759024e-16,0.022529832628915957
B Si,-0.08062549415802214,-0.07717567678067858,-0.08199521480478275,-0.07984201864413883,-0.03461469378090632,-0.05673134108243137,-0.06509758216691237,-0.07467341002852594,-0.07252471992519666,-0.07597391400587429,-0.08221872619083707,-0.0790569971202364,-0.0806980367739905,-0.08025959551856267,-0.08017747475102052,-0.0805786349416878,-0.08193714300196035,-0.029587448796151994,-0.039409599081390224,-0.03817412240593061,-0.03800078267120688,-0.030089340121522985,0.018558927761682,-0.039061662734051296,0.013780500395713017,0.0023825128314584497,-0.009750771373134147,-0.07945361128499963,0.06629601780505183,0.04065258780283691,0.017600191186741467,0.9923141159615019,0.9829449365107342,0.7573852872217135,0.9834910499015976,0.8161319924651799,0.8460358135292104,0.8183103740916502,0.9576286879166646,0.9129506963229359,0.961415439619535,0.9976546800850031,0.9871623529244721,0.9981996808504242,0.9971269999463921,0.9970872502088926,0.9922956466932512,1.0,0.567412894197189,0.5730615473941199,0.5761127909437808,0.5695738479396026,0.5892587897564314,-0.44832236835068257,0.5845909155132086,-0.42587575998717714,0.32347241879975136,0.2478054912682173,0.8896757774714592,-0.017023446388259113,-0.7236388119292771,-0.7190136724829496,-1.365657705963796e-16,0.025592853498780842
B Mv,-0.09395374974104614,-0.09762564828024715,-0.04333168807100988,-0.09389658186297242,-0.0792352714806496,-0.058813643792703395,-0.08800799818095058,-0.0925454459281187,-0.10675675172460407,-0.09573617777215539,-0.09043641034687984,-0.09348667252179875,-0.08824317753432298,-0.0886561009703052,-0.08849354824889366,-0.0938734102244835,-0.08761406653456447,-0.07567966181605774,-0.06191834743871441,-0.06738383793011084,-0.06551432744156455,-0.08155110663998663,0.04269765535008827,-0.06997167155267812,0.05420282760125319,-0.07894991027201935,-0.055769975295883345,-0.10475682742249004,0.09057725969334267,0.06063748850906592,0.02899988131183862,0.6553325668598871,0.7008600919855712,-0.008857694643028128,0.6689532446584799,0.6168227253678722,0.742349701319447,0.755868520819449,0.7282014829801465,0.8028914001880001,0.7415864925525436,0.6093637569096492,0.6766162760757368,0.605570973958299,0.6155561698453412,0.6151458185325632,0.6547002556144441,0.567412894197189,1.0,0.8732837845852399,0.916830725116304,0.9020780826464269,0.9935321011777951,-0.8946931045341403,0.9054037593263503,-0.4031751948052388,0.8865409543302916,0.8646427337136116,0.7107949608355438,-0.23764387712080617,-0.942464473508439,-0.8679244107668687,-2.8013633515314346e-16,0.044246761252881225
B Mse,-0.08795821947262354,-0.08720075150388308,-0.030316497972993767,-0.07974564176494783,-0.06062681118118591,-0.08270046845586408,-0.09747326491302433,-0.09421755600460045,-0.09623128514352643,-0.0933862669657159,-0.08559306985871136,-0.08947147162608601,-0.0863143356192655,-0.08693631611722392,-0.08696523366636273,-0.08812834323253765,-0.0837757108242543,-0.0633785773561194,-0.08076587802715926,-0.08133829070357772,-0.08155641710595411,-0.059485625291704154,0.02638950935775599,-0.08216784323343995,-0.008579605973180832,-0.03670407438827879,-0.03592881550930182,-0.1032314571791277,0.10177776123052734,0.06636779077044982,0.030867296876615328,0.6531611821821978,0.684955104793088,-0.057077472080003376,0.6035147197809532,0.690262936644442,0.8884217238882501,0.8949302484580236,0.7702994356879543,0.8212113010288584,0.7450702017912407,0.5992143217672189,0.68135396901453,0.6188515682630461,0.6302206915612608,0.6307106496157855,0.6545468984461973,0.5730615473941199,0.8732837845852399,1.0,0.9945182322853581,0.9969643371553856,0.8389524866908891,-0.6111559356067429,0.9954979298170957,-0.08711814786927402,0.6486686195293943,0.5824568215605518,0.7464628646230292,-0.5188211848504467,-0.8847460513522959,-0.7207339590136094,-2.980832733492431e-17,-0.03321265466954244
B Mpe,-0.09133531511085825,-0.09153576341860492,-0.033448523214691654,-0.08478833213912731,-0.06729507984162753,-0.07914927475159822,-0.09718886401848346,-0.09607644125662129,-0.10096629417311484,-0.09615170148311428,-0.088618173950799,-0.09249191703646378,-0.08875529331566567,-0.08935954124149297,-0.08934897653825523,-0.09145240620347196,-0.08658570669548847,-0.0679664753594473,-0.07835880534265242,-0.08024295641866065,-0.08000671548332133,-0.06599719293859606,0.03034157404412447,-0.08146310261189904,0.004206570450640426,-0.04857110415469466,-0.04153801374376652,-0.10586415478186828,0.09915808799856977,0.06784073814573828,0.03316524928510794,0.6602832408834862,0.695691150333697,-0.060919548993472544,0.62224569599187,0.6962957046942765,0.8720605568167303,0.8802575325071565,0.7725716050156104,0.8310619633880861,0.7548356370960977,0.6062324384584517,0.6882133602032228,0.6216866303197668,0.6332105133534336,0.6335439634595594,0.6612966369239169,0.5761127909437808,0.916830725116304,0.9945182322853581,1.0,0.9993376647391021,0.8853376190696208,-0.6743543251293671,0.997861820703256,-0.13413717993966612,0.716040290237485,0.6554540983242813,0.752029785294944,-0.4642997428133153,-0.9174857413541472,-0.7708461097064481,-1.1630908873705418e-16,-0.013960673047338114
B Mare,-0.0904643506179558,-0.09039166322783819,-0.03213095179069221,-0.08347435499207267,-0.06605349919985185,-0.08024820534461172,-0.09712954987325315,-0.09570096814765378,-0.09982153355835416,-0.09554909617249367,-0.08781957652866176,-0.09176529460639572,-0.08814813957051199,-0.08876981642876544,-0.08877226643865319,-0.09059552345018396,-0.08585813681810199,-0.06713222879757541,-0.07920982173841361,-0.0808636083420341,-0.08075714354308412,-0.06448552507300036,0.029246647555068485,-0.08194393650664494,-0.00013337090445876798,-0.04635846864140356,-0.04038731571897407,-0.10521694086545302,0.09840428441832964,0.06834403495618885,0.03390372221817076,0.6529459959844363,0.687197824625801,-0.06863656504628043,0.6107573360654818,0.6976379154233667,0.8748774808131955,0.8820067241563708,0.7682282261879964,0.8250807296507772,0.7480333842553266,0.5985368445619282,0.681390617513401,0.6155453696301345,0.6271609517812838,0.6275613629842776,0.6540939735951681,0.5695738479396026,0.9020780826464269,0.9969643371553856,0.9993376647391021,1.0,0.8679401295383353,-0.6485169173662324,0.9977376716015588,-0.10373015441567891,0.6963131160065842,0.6333329373210085,0.7482320573911705,-0.47820515828912,-0.908302334947875,-0.7572310384491443,-2.519111868545029e-16,-0.017914405792145042
B Mp,-0.09148858117665773,-0.095120901061445,-0.04788952868167961,-0.09136997775640472,-0.07746395238298133,-0.05393620451051583,-0.08526766794458704,-0.08892018168172464,-0.10358170203186381,-0.09181840639631338,-0.08812526831703538,-0.0905562748449632,-0.08586987797749839,-0.08615630515818073,-0.08597815665544682,-0.09141224203875692,-0.08569769634948574,-0.06891032392778802,-0.05609337107926506,-0.060804994107816604,-0.05895362462762118,-0.07611935545248584,0.038454946841675844,-0.06386536180511437,0.059899830504050934,-0.07152291344771863,-0.04962746022397328,-0.10054014788355593,0.09499085885285126,0.053045197332096276,0.020160205398647733,0.6741441586397922,0.7205924603540392,0.03932190186258281,0.69300864153974,0.618495451806209,0.7242266426369763,0.7518842049671877,0.7353166472173392,0.811527578683432,0.7509015292259462,0.6300603939964988,0.6923216228960984,0.6242017310682334,0.6333218009875209,0.6327586701807562,0.6733389569694928,0.5892587897564314,0.9935321011777951,0.8389524866908891,0.8853376190696208,0.8679401295383353,1.0,-0.9098813492243287,0.8774099839795356,-0.5024811359946708,0.8933555280348682,0.8576196168860525,0.7125530011940467,-0.2194363104421227,-0.9282016901377678,-0.8594357651101727,-3.537191318037552e-16,0.043758773871257754
B Mi,0.07853297827528506,0.08509913065455997,0.0357838338145318,0.08503059607203377,0.06419575185900388,0.03609963458263216,0.06697086874818639,0.07352042811387689,0.0915140714603963,0.07957341510889535,0.07511738612651686,0.07715360069051956,0.07071551390541886,0.07099205286687128,0.0707262905355397,0.07826900984338231,0.07068404338118404,0.07730643985619133,0.044179324511975385,0.051735299921725264,0.048538537474247814,0.08814216291362742,-0.058243289727698606,0.054101454144428685,-0.08836400215622148,0.09251054554898662,0.0680203365396543,0.08810414224680771,-0.07249213324203424,-0.04409607266057066,-0.018899098327437545,-0.5201865302115753,-0.5640541491136425,-0.06253419862010758,-0.5847794042584761,-0.3041412762354752,-0.5052847253154822,-0.48550705870775185,-0.5388564801208005,-0.5960137660427989,-0.5811535731856323,-0.4962996180892239,-0.5304399626241086,-0.4726030312959194,-0.4785249059570079,-0.4774924635451603,-0.5179697224348668,-0.44832236835068257,-0.8946931045341403,-0.6111559356067429,-0.6743543251293671,-0.6485169173662324,-0.9098813492243287,1.0,-0.6512243287576396,0.5905460235528129,-0.824731176961123,-0.9116184606062638,-0.5179662811418838,0.024988177507183924,0.7667671611802409,0.7596563490210213,1.6904190238846205e-16,-0.06651950567166676
B ETA_dEpsilon_A,-0.09066201429476202,-0.09049183892514538,-0.035643273565574556,-0.08308162728995107,-0.06611886107916053,-0.07944518502097667,-0.09797849817494539,-0.09549020430383386,-0.09985820812629312,-0.09485191143314836,-0.08800125185662652,-0.0917283505707872,-0.08849548162601016,-0.08905050017335066,-0.08904884264856645,-0.09081076709817086,-0.0864146508291999,-0.06357525808944761,-0.07780892798118043,-0.07878741658576575,-0.07876701874344222,-0.06153938623130282,0.02614655346211128,-0.08029862750487096,0.002056614364685843,-0.04155983430498136,-0.03575279324943887,-0.10418596473859768,0.10462832590986473,0.06491593438548857,0.02851351148134088,0.6672813348037052,0.7031538161837672,-0.049099297336317786,0.624591073468,0.71141387072175,0.8766200468291061,0.8942287929317059,0.7796382276594446,0.8401492367365839,0.7577369135292418,0.6118182106878023,0.6946369711150933,0.629671169166567,0.6410384425377038,0.6413912548647586,0.668440975645998,0.5845909155132086,0.9054037593263503,0.9954979298170957,0.997861820703256,0.9977376716015588,0.8774099839795356,-0.6512243287576396,1.0,-0.15049971473203216,0.7107301511856979,0.6213332806049068,0.753064793115936,-0.4806491324261953,-0.9109172975411104,-0.7590717100645663,-2.7394087196494923e-16,-0.02484923602124509
B ETA_dAlpha_B,0.029712633365283868,0.03235391044241647,0.05405145357285871,0.03201777070739723,0.01633141868161464,-0.005622649937209608,0.023869362133083306,0.019740374839390853,0.031038426599404985,0.020135549786243195,0.02888526952200503,0.02589436648568821,0.026585050087554397,0.02584327880282854,0.025605785307098408,0.029617368883775464,0.029363935097135876,-0.0037020368673430144,-0.010089916322633716,-0.012286511713590546,-0.013713940739611285,0.010432169352855446,-0.004466568619110325,-0.007524724131030318,-0.08295721372125149,-0.0083149762057548,-0.00955587485408551,0.02236449864532973,-0.07746078193142146,0.024024996452327446,0.04896425848709367,-0.43517326647910987,-0.4622021799718872,-0.4223884646739818,-0.49738194625125165,-0.20031841819025736,-0.16674329927422046,-0.2532308667591842,-0.3602576264125082,-0.393841690985883,-0.39179594826598774,-0.43728287182617426,-0.41766368197720466,-0.41420631740635255,-0.41065307827385533,-0.40915614472330014,-0.4330581673995682,-0.42587575998717714,-0.4031751948052388,-0.08711814786927402,-0.13413717993966612,-0.10373015441567891,-0.5024811359946708,0.5905460235528129,-0.15049971473203216,1.0,-0.45314239717114285,-0.37368316453733474,-0.2940976377044034,-0.11177536288149897,0.30636213860232664,0.3422382452030387,1.1774336566235276e-16,-0.02708716554890997
B ETA_BetaP,-0.08223388281958295,-0.0890016338487463,-0.03977945572790444,-0.08420929200955703,-0.07173018655554579,-0.040284714319505394,-0.07875707070362666,-0.07845988632753735,-0.1006686498318668,-0.08034058691661847,-0.07664295377219914,-0.08065804196512218,-0.07488677021691155,-0.07513262632102502,-0.07488476704541366,-0.08210266134170636,-0.07486585514553233,-0.06544523309925762,-0.04590396119955013,-0.05072389072861186,-0.04825933105715901,-0.0773873840434393,0.0399013039235027,-0.05654509589450054,0.08707891557354426,-0.08295705919548456,-0.03827570426989874,-0.08861787232589388,0.09927243263490002,0.0427310392986899,0.008718245223641322,0.41160983335367907,0.47430559534476696,-0.15277094270246927,0.44776750442356855,0.465143813161479,0.4327385719198806,0.4866055265092716,0.46934048861467575,0.5860499744477595,0.488274828862307,0.3615314328198523,0.42952330330199207,0.3554126872642848,0.36471931328770235,0.3639525218351722,0.4103325305471119,0.32347241879975136,0.8865409543302916,0.6486686195293943,0.716040290237485,0.6963131160065842,0.8933555280348682,-0.824731176961123,0.7107301511856979,-0.45314239717114285,1.0,0.8325054088440006,0.44386155171545183,-0.03596556063008115,-0.7878325399493946,-0.7772540622092231,-2.983010967993122e-16,0.038663051619651716
B FMF,-0.0557100307039645,-0.06329098116875814,-0.006536178565594855,-0.06599729008350337,-0.057734208802728594,-0.017075285505094403,-0.04155435225971502,-0.05175740624495813,-0.07215919472746431,-0.059578725810335964,-0.05179591574859511,-0.05509700886295466,-0.04697069792647856,-0.04750181020384302,-0.04724202848215687,-0.05535204409171585,-0.04649962610782931,-0.07663073917968023,-0.02954770744274719,-0.04037872292861293,-0.03683381847560936,-0.08612722897869088,0.059973236475417205,-0.04128942138971223,0.07915955235998362,-0.1056621561615077,-0.08060854065584684,-0.0676351787168825,0.032882306403017134,0.045149394075638415,0.0330185371730132,0.33679982297033734,0.38373153963031414,-0.19753596383285346,0.3947989569759533,0.28883036845372645,0.3831436035319766,0.3801627262462418,0.38896799638635915,0.47123159066223186,0.43287824908533773,0.3037430159144686,0.35545608956756297,0.2802250774138075,0.28925944939416043,0.28840769175137054,0.33484867323841705,0.2478054912682173,0.8646427337136116,0.5824568215605518,0.6554540983242813,0.6333329373210085,0.8576196168860525,-0.9116184606062638,0.6213332806049068,-0.37368316453733474,0.8325054088440006,1.0,0.4042893805779522,-0.08764507841935851,-0.7274595679315721,-0.7003822177253755,-1.9329590895485453e-16,0.11937784228461315
B fragC,-0.08026235750159613,-0.07673682332224172,-0.07273596550243933,-0.07419419746916549,-0.0657110558768883,-0.05354081496193566,-0.0692966752372022,-0.07692450706451728,-0.07577137143153871,-0.07723170972323197,-0.08124940866225155,-0.0792690314316581,-0.08066061382334176,-0.08047507080660306,-0.08045233341093914,-0.08037472179799948,-0.08197070942838378,-0.022361071308928542,-0.03716271106874553,-0.03633301220679225,-0.036818581426375716,-0.02281031263651868,-0.003933744265692809,-0.037642432329841595,0.004964385484859145,-0.008616291242719884,-0.004112126701332768,-0.0852507722266207,0.06927041432219072,0.034055395255072056,0.010203671443482956,0.9295004045531782,0.9286102007273358,0.41964233837247306,0.9107779441930498,0.8802945245892573,0.9186620245864975,0.919658955831295,0.9614656087742024,0.9505060796923125,0.9657002052009113,0.9099713427260524,0.9400867083048364,0.9105420464405976,0.9158545579326788,0.9158991103754502,0.9298165707615661,0.8896757774714592,0.7107949608355438,0.7464628646230292,0.752029785294944,0.7482320573911705,0.7125530011940467,-0.5179662811418838,0.753064793115936,-0.2940976377044034,0.44386155171545183,0.4042893805779522,1.0,-0.1762630409817599,-0.7906994391727568,-0.735512082340153,-2.2145882290610692e-16,0.009569925811310604
B HOMO,-0.07977002276227674,-0.08277368075634224,-0.09010464966429955,-0.08420487966773255,-0.1176630391098095,-0.008559276256841077,-0.031513816533000914,-0.06542458965522913,-0.0791750042886076,-0.07032836498780137,-0.07922673307598688,-0.07697197632180895,-0.07715271735618145,-0.07678689946351241,-0.07661480408042563,-0.079566999533765,-0.08230160293205652,-0.05579329377700211,-0.012051034283626492,-0.02420189223216233,-0.021633523392621413,-0.06693443341381111,0.01520976882736189,-0.028153941395926474,0.08371105430407987,-0.13514725606873673,-0.037457816718612244,-0.054011681575602384,-0.08016275649212011,0.0615613790275357,0.08634677521723437,-0.06938958644093178,-0.08739000806074843,0.3347324464949602,0.019680368324782614,-0.1931431971276028,-0.37668110712274605,-0.4534837357038907,-0.19204767821242016,-0.23422154502466108,-0.1384293794126618,-0.02378949695906592,-0.09097302645995815,-0.053092682440484935,-0.06130787849052783,-0.06210876359703292,-0.07220875632107139,-0.017023446388259113,-0.23764387712080617,-0.5188211848504467,-0.4642997428133153,-0.47820515828912,-0.2194363104421227,0.024988177507183924,-0.4806491324261953,-0.11177536288149897,-0.03596556063008115,-0.08764507841935851,-0.1762630409817599,1.0,0.16224048380410058,-0.15556432942809428,-2.5867461999656183e-16,0.1828104113030119
B LOMO,0.10744774327550968,0.10947527535988472,0.05621826010119867,0.10900248869318754,0.0791796826375035,0.0716352718493062,0.0944763702660124,0.10512038785472433,0.11747980519258126,0.10892949657416494,0.10441731374719605,0.10713195277055018,0.10220079512966197,0.1025756911768387,0.10241858108620755,0.10730714922468507,0.10156661105997718,0.08593892409043528,0.07034427109117534,0.07675530722792433,0.07478810350311933,0.08963703734783507,-0.05225652234844706,0.07875387542956533,-0.04664451445386649,0.08219627978313791,0.06329197236989198,0.11446452580575646,-0.08222271493228352,-0.08188431940976741,-0.052416094773378004,-0.7873394506767973,-0.8183033647777457,-0.18799268492059362,-0.7836464031085688,-0.7666176476681661,-0.8382176523763275,-0.8298159060789745,-0.8441387869387359,-0.8919248424967645,-0.8479675894980742,-0.7502861405823811,-0.8051740817369958,-0.7541148630783449,-0.7622160471105458,-0.7621499259148156,-0.7872193315087801,-0.7236388119292771,-0.942464473508439,-0.8847460513522959,-0.9174857413541472,-0.908302334947875,-0.9282016901377678,0.7667671611802409,-0.9109172975411104,0.30636213860232664,-0.7878325399493946,-0.7274595679315721,-0.7906994391727568,0.16224048380410058,1.0,0.9494994730512327,2.8384019615984346e-16,-0.07951437627296286
B Bandgap,0.13293013792944786,0.13591498550626277,0.08493108877398634,0.135896778755434,0.11668057255497949,0.07443496992980042,0.10460005977484337,0.12603866604589983,0.1427839193312504,0.13141123242366068,0.12972365237602157,0.13172427658767785,0.1268452215003303,0.1271042024715423,0.1268921981517278,0.13272483315228262,0.12784759711600857,0.10377374100946132,0.07425287774423053,0.08453464297327058,0.08174860334141719,0.11101855741420477,-0.057149851574468086,0.08779206595874448,-0.07331387292522572,0.12526011185489633,0.07527178585118936,0.13176388578282985,-0.05682197850985649,-0.1015488654029981,-0.07992984861271356,-0.7661322146672253,-0.7914060459239628,-0.29463611823424934,-0.7907577419636332,-0.7060364900425778,-0.7193528061006891,-0.686520096982595,-0.7839904001322217,-0.8184179832244708,-0.8048729982521902,-0.7435385397532824,-0.777123132337351,-0.7380535611084252,-0.7435512866368373,-0.74323042680435,-0.7651155208746055,-0.7190136724829496,-0.8679244107668687,-0.7207339590136094,-0.7708461097064481,-0.7572310384491443,-0.8594357651101727,0.7596563490210213,-0.7590717100645663,0.3422382452030387,-0.7772540622092231,-0.7003822177253755,-0.735512082340153,-0.15556432942809428,0.9494994730512327,1.0,3.290149579970555e-16,-0.13773128873119794
Time (s),3.8619277312710795e-16,4.0753268618489753e-16,2.6277276554621244e-16,3.5608377808261226e-16,3.592018344796557e-16,2.924547374193478e-16,3.8364933574399085e-16,3.762959908211456e-16,4.257970492788483e-16,3.853704444746637e-16,3.9457679425503065e-16,4.0631482886517183e-16,3.895440445169681e-16,3.7948946008415073e-16,3.6736363255677516e-16,4.04166482920321e-16,3.8367653404169166e-16,2.810440570859927e-16,3.118189886999244e-16,2.7676693431024154e-16,2.8680807552544134e-16,2.9855787496703005e-16,-1.4107933510674727e-16,2.8983982656384917e-16,-2.0883524431597006e-16,3.810529696101327e-16,1.3868402739025434e-16,3.6249047829018127e-16,-1.9264277239513532e-16,-2.511627303608217e-16,-1.8368503117039503e-16,-1.743305353916536e-16,-1.9162043649534707e-16,6.586299939513423e-17,-1.8899628640375465e-16,-1.574798791566265e-16,-2.0192449572023392e-16,-2.0151245233808267e-16,-1.9335455663855284e-16,-2.1612499635052323e-16,-1.9585060832880678e-16,-1.5780553189764737e-16,-1.616211012704384e-16,-1.566539020124607e-16,-1.4334050183180113e-16,-1.5212041031222762e-16,-1.789183513759024e-16,-1.365657705963796e-16,-2.8013633515314346e-16,-2.980832733492431e-17,-1.1630908873705418e-16,-2.519111868545029e-16,-3.537191318037552e-16,1.6904190238846205e-16,-2.7394087196494923e-16,1.1774336566235276e-16,-2.983010967993122e-16,-1.9329590895485453e-16,-2.2145882290610692e-16,-2.5867461999656183e-16,2.8384019615984346e-16,3.290149579970555e-16,1.0,-0.006014523643620521
Potential (v),-0.27033576250267616,-0.2554940792776276,-0.21736698896052786,-0.20120517682841613,-0.32495365632479417,-0.2401481502264974,-0.279122565340217,-0.2869682381392126,-0.2560247985218084,-0.26576509128193937,-0.2723625462831994,-0.274087467767259,-0.28829447240766753,-0.2888450303436375,-0.289622511205997,-0.2721783562197482,-0.2901769049818177,-0.08793948841626095,-0.22883048799022807,-0.222461016039687,-0.23131911438209746,-0.0638539106057475,-0.12254102510103924,-0.2303369195288943,-0.1467723551096612,-0.0959097750551909,0.07726901030395349,-0.26470509834161365,-0.03305721758642374,0.2059160042087287,0.2111005847402657,0.02312842910507414,0.018964456823352824,0.04261742443653775,0.04168197352345631,0.032917389504299954,-0.032915717751154344,-0.045706793056779126,0.007034383062595648,0.003649871335236695,0.023165794798323744,0.03062028913889706,0.0215363718399598,0.021748546794883306,0.021280188514378157,0.021124286721462437,0.022529832628915957,0.025592853498780842,0.044246761252881225,-0.03321265466954244,-0.013960673047338114,-0.017914405792145042,0.043758773871257754,-0.06651950567166676,-0.02484923602124509,-0.02708716554890997,0.038663051619651716,0.11937784228461315,0.009569925811310604,0.1828104113030119,-0.07951437627296286,-0.13773128873119794,-0.006014523643620521,1.0
